title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Watch You Leave,['Brayden'],spotify:track:65JG1470SKpuEkq0lmtpGP,0.672,0.536,1,-6.998,1,0.0442,0.149,5.21e-05,0.0884,0.25,79.992,audio_features,65JG1470SKpuEkq0lmtpGP,https://api.spotify.com/v1/tracks/65JG1470SKpuEkq0lmtpGP,https://api.spotify.com/v1/audio-analysis/65JG1470SKpuEkq0lmtpGP,201000,4
The Grave,['Jeff Kush'],spotify:track:3ZztZYaW17b9aCFzq2PgYE,0.79,0.478,7,-10.472,1,0.352,0.0229,0.0525,0.444,0.373,139.963,audio_features,3ZztZYaW17b9aCFzq2PgYE,https://api.spotify.com/v1/tracks/3ZztZYaW17b9aCFzq2PgYE,https://api.spotify.com/v1/audio-analysis/3ZztZYaW17b9aCFzq2PgYE,178286,4
Peppa Pig (Prod. Y2K),['Leyla Blue'],spotify:track:7G4JtFBBuMEjDKJLOB4xA7,0.832,0.322,4,-9.545,0,0.458,0.223,2.44e-05,0.609,0.359,128.853,audio_features,7G4JtFBBuMEjDKJLOB4xA7,https://api.spotify.com/v1/tracks/7G4JtFBBuMEjDKJLOB4xA7,https://api.spotify.com/v1/audio-analysis/7G4JtFBBuMEjDKJLOB4xA7,126533,4
Beachboy,['McCafferty'],spotify:track:70uQzsAyJ1vmloywhrO0ss,0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683,audio_features,70uQzsAyJ1vmloywhrO0ss,https://api.spotify.com/v1/tracks/70uQzsAyJ1vmloywhrO0ss,https://api.spotify.com/v1/audio-analysis/70uQzsAyJ1vmloywhrO0ss,199341,4
Loving Is Easy (feat. Benny Sings),"['Rex Orange County', 'Benny Sings']",spotify:track:5EYi2rH4LYs6M21ZLOyQTx,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,audio_features,5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4
Love Me,['Ness The Kid'],spotify:track:0SktvVRr27dE6ED6xdudsl,0.793,0.744,6,-8.211,1,0.0568,0.154,3.43e-05,0.122,0.487,100.025,audio_features,0SktvVRr27dE6ED6xdudsl,https://api.spotify.com/v1/tracks/0SktvVRr27dE6ED6xdudsl,https://api.spotify.com/v1/audio-analysis/0SktvVRr27dE6ED6xdudsl,144994,4
Cheat Codes for Hoes,"['Shotgun Willy', 'TRAQULA']",spotify:track:10iTEeb8hoM5jBGh0OxBOO,0.715,0.55,10,-10.293,0,0.425,0.651,0.000292,0.172,0.824,116.669,audio_features,10iTEeb8hoM5jBGh0OxBOO,https://api.spotify.com/v1/tracks/10iTEeb8hoM5jBGh0OxBOO,https://api.spotify.com/v1/audio-analysis/10iTEeb8hoM5jBGh0OxBOO,141663,4
Sin City,['Chrishan'],spotify:track:0zor3Hre5d5bgHGpbZHNw4,0.886,0.225,4,-11.437,1,0.457,0.676,0.0,0.0938,0.387,120.1,audio_features,0zor3Hre5d5bgHGpbZHNw4,https://api.spotify.com/v1/tracks/0zor3Hre5d5bgHGpbZHNw4,https://api.spotify.com/v1/audio-analysis/0zor3Hre5d5bgHGpbZHNw4,212000,4
Jump in the Line,['Harry Belafonte'],spotify:track:1zW2csx1vVJrKfvDrFQNVt,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,audio_features,1zW2csx1vVJrKfvDrFQNVt,https://api.spotify.com/v1/tracks/1zW2csx1vVJrKfvDrFQNVt,https://api.spotify.com/v1/audio-analysis/1zW2csx1vVJrKfvDrFQNVt,221704,4
Change Ya Life,['Haiti Babii'],spotify:track:5JboK5zbbhXIN7iN9NHS8t,0.696,0.399,4,-8.673,0,0.0369,0.0224,0.0,0.0747,0.364,98.004,audio_features,5JboK5zbbhXIN7iN9NHS8t,https://api.spotify.com/v1/tracks/5JboK5zbbhXIN7iN9NHS8t,https://api.spotify.com/v1/audio-analysis/5JboK5zbbhXIN7iN9NHS8t,156770,4
Two®,['Lil Uzi Vert'],spotify:track:1DZx0LEctNXUHQ9VQFKlgl,0.266,0.642,7,-5.133,1,0.0694,0.424,0.0,0.0943,0.0371,75.022,audio_features,1DZx0LEctNXUHQ9VQFKlgl,https://api.spotify.com/v1/tracks/1DZx0LEctNXUHQ9VQFKlgl,https://api.spotify.com/v1/audio-analysis/1DZx0LEctNXUHQ9VQFKlgl,185276,4
Sauce It Up,['Lil Uzi Vert'],spotify:track:5evSAk9q0l3TfF5dYDwDBO,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,audio_features,5evSAk9q0l3TfF5dYDwDBO,https://api.spotify.com/v1/tracks/5evSAk9q0l3TfF5dYDwDBO,https://api.spotify.com/v1/audio-analysis/5evSAk9q0l3TfF5dYDwDBO,207039,4
444+222,['Lil Uzi Vert'],spotify:track:6fWcHP8ce2glR9MEUZE7Cs,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997,audio_features,6fWcHP8ce2glR9MEUZE7Cs,https://api.spotify.com/v1/tracks/6fWcHP8ce2glR9MEUZE7Cs,https://api.spotify.com/v1/audio-analysis/6fWcHP8ce2glR9MEUZE7Cs,247347,4
Early 20 Rager,['Lil Uzi Vert'],spotify:track:0QsHgUWosVmZS49Hrsv5xC,0.651,0.68,8,-6.057,0,0.0647,0.0209,0.0,0.381,0.092,127.001,audio_features,0QsHgUWosVmZS49Hrsv5xC,https://api.spotify.com/v1/tracks/0QsHgUWosVmZS49Hrsv5xC,https://api.spotify.com/v1/audio-analysis/0QsHgUWosVmZS49Hrsv5xC,274880,4
X,['Lil Uzi Vert'],spotify:track:6nxvVPzS7gnyDthFNvTSxn,0.623,0.58,8,-7.076,1,0.332,0.0043,0.0,0.394,0.301,163.159,audio_features,6nxvVPzS7gnyDthFNvTSxn,https://api.spotify.com/v1/tracks/6nxvVPzS7gnyDthFNvTSxn,https://api.spotify.com/v1/audio-analysis/6nxvVPzS7gnyDthFNvTSxn,173798,4
Dark Queen,['Lil Uzi Vert'],spotify:track:0cGPqSBtm0UJLo1HCziww9,0.747,0.606,4,-5.286,1,0.172,0.222,0.0,0.281,0.2,155.055,audio_features,0cGPqSBtm0UJLo1HCziww9,https://api.spotify.com/v1/tracks/0cGPqSBtm0UJLo1HCziww9,https://api.spotify.com/v1/audio-analysis/0cGPqSBtm0UJLo1HCziww9,173419,4
Pretty Little Fears (feat. J. Cole),"['6LACK', 'J. Cole']",spotify:track:4at3d5QWnlibMVN75ECDrp,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,audio_features,4at3d5QWnlibMVN75ECDrp,https://api.spotify.com/v1/tracks/4at3d5QWnlibMVN75ECDrp,https://api.spotify.com/v1/audio-analysis/4at3d5QWnlibMVN75ECDrp,240342,4
Lost on You,['LP'],spotify:track:3SqvR3HYLlCTYzbDXJ52OC,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,audio_features,3SqvR3HYLlCTYzbDXJ52OC,https://api.spotify.com/v1/tracks/3SqvR3HYLlCTYzbDXJ52OC,https://api.spotify.com/v1/audio-analysis/3SqvR3HYLlCTYzbDXJ52OC,268105,4
I.F.L.Y.,['Bazzi'],spotify:track:4a6q8CR2hzLk2plDkSxkfD,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,audio_features,4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/tracks/4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,165714,4
Losin Control,['Russ'],spotify:track:4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,audio_features,4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d,237507,4
It's You,['Ali Gatie'],spotify:track:6moU77g9RQyMzHNuKEaQKq,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,6moU77g9RQyMzHNuKEaQKq,https://api.spotify.com/v1/tracks/6moU77g9RQyMzHNuKEaQKq,https://api.spotify.com/v1/audio-analysis/6moU77g9RQyMzHNuKEaQKq,212607,4
Hollywood's Bleeding,['Post Malone'],spotify:track:7sWRlDoTDX8geTR8zzr2vt,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,audio_features,7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/tracks/7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/audio-analysis/7sWRlDoTDX8geTR8zzr2vt,156267,4
Saint-Tropez,['Post Malone'],spotify:track:05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,audio_features,05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/tracks/05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/audio-analysis/05mDaV9Vb3wrzjF6OPZnhq,150867,4
Enemies (feat. DaBaby),"['Post Malone', 'DaBaby']",spotify:track:0Xek5rqai2jcOWCYWJfVCF,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/tracks/0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/audio-analysis/0Xek5rqai2jcOWCYWJfVCF,196760,4
Die For Me (feat. Future & Halsey),"['Post Malone', 'Halsey', 'Future']",spotify:track:2C6WXnmZ66tHhHlnvwePiK,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,audio_features,2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/tracks/2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/audio-analysis/2C6WXnmZ66tHhHlnvwePiK,245267,4
Heaven In Hiding,['Halsey'],spotify:track:2zRiYzBzeabQQ16BK3c6jk,0.55,0.874,1,-3.954,0,0.136,0.0957,0.0,0.0618,0.476,117.926,audio_features,2zRiYzBzeabQQ16BK3c6jk,https://api.spotify.com/v1/tracks/2zRiYzBzeabQQ16BK3c6jk,https://api.spotify.com/v1/audio-analysis/2zRiYzBzeabQQ16BK3c6jk,207174,4
Now Or Never,['Halsey'],spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,audio_features,7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,214802,4
Angel On Fire,['Halsey'],spotify:track:4vTsOYAocjaslUONkx2YS3,0.505,0.697,4,-5.479,0,0.0406,0.254,0.0,0.158,0.208,96.938,audio_features,4vTsOYAocjaslUONkx2YS3,https://api.spotify.com/v1/tracks/4vTsOYAocjaslUONkx2YS3,https://api.spotify.com/v1/audio-analysis/4vTsOYAocjaslUONkx2YS3,194904,4
Sober,['Demi Lovato'],spotify:track:0STK94RxUulYqWzwFlyAb5,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,audio_features,0STK94RxUulYqWzwFlyAb5,https://api.spotify.com/v1/tracks/0STK94RxUulYqWzwFlyAb5,https://api.spotify.com/v1/audio-analysis/0STK94RxUulYqWzwFlyAb5,197893,3
Suicidal Thoughts,"['Josh A', 'iamjakehill']",spotify:track:56TOfxnRzSRbFRw8J6C4IT,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171,audio_features,56TOfxnRzSRbFRw8J6C4IT,https://api.spotify.com/v1/tracks/56TOfxnRzSRbFRw8J6C4IT,https://api.spotify.com/v1/audio-analysis/56TOfxnRzSRbFRw8J6C4IT,181728,4
16 Lines,['Lil Peep'],spotify:track:6akBF8JWM8lrpqejdwIfYI,0.607,0.45,0,-8.507,1,0.0338,0.0663,1.12e-05,0.107,0.121,105.992,audio_features,6akBF8JWM8lrpqejdwIfYI,https://api.spotify.com/v1/tracks/6akBF8JWM8lrpqejdwIfYI,https://api.spotify.com/v1/audio-analysis/6akBF8JWM8lrpqejdwIfYI,244907,4
end (stripped.),['Jeremy Zucker'],spotify:track:0fWyDYARNbNd0zaa5bsQIY,0.53,0.173,11,-12.637,0,0.0702,0.921,5.12e-06,0.125,0.198,79.779,audio_features,0fWyDYARNbNd0zaa5bsQIY,https://api.spotify.com/v1/tracks/0fWyDYARNbNd0zaa5bsQIY,https://api.spotify.com/v1/audio-analysis/0fWyDYARNbNd0zaa5bsQIY,234627,4
Supermarket Flowers,['Ed Sheeran'],spotify:track:4VuS959DSpr82t3qBqCrWG,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,audio_features,4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,221107,4
i can't breathe,['Bea Miller'],spotify:track:1qFMIjTe9esCDiytqUY19t,0.347,0.209,11,-11.152,1,0.0273,0.893,0.00287,0.138,0.0735,82.878,audio_features,1qFMIjTe9esCDiytqUY19t,https://api.spotify.com/v1/tracks/1qFMIjTe9esCDiytqUY19t,https://api.spotify.com/v1/audio-analysis/1qFMIjTe9esCDiytqUY19t,213987,4
Homesick,['Dua Lipa'],spotify:track:5E5MqaS6eOsbaJibl3YeMZ,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,audio_features,5E5MqaS6eOsbaJibl3YeMZ,https://api.spotify.com/v1/tracks/5E5MqaS6eOsbaJibl3YeMZ,https://api.spotify.com/v1/audio-analysis/5E5MqaS6eOsbaJibl3YeMZ,230480,5
i love you,['Billie Eilish'],spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4
Six Feet Under,['Billie Eilish'],spotify:track:2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,audio_features,2VlLbhGLVJgdOW7kKdWWFc,https://api.spotify.com/v1/tracks/2VlLbhGLVJgdOW7kKdWWFc,https://api.spotify.com/v1/audio-analysis/2VlLbhGLVJgdOW7kKdWWFc,189613,4
listen before i go,['Billie Eilish'],spotify:track:0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,audio_features,0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE,https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE,242652,3
Tell Me Why I'm Waiting,['Timmies'],spotify:track:1FBuBhNZ8dmjUBWR58UOQv,0.671,0.277,6,-11.185,0,0.0549,0.8,0.000325,0.0657,0.173,124.008,audio_features,1FBuBhNZ8dmjUBWR58UOQv,https://api.spotify.com/v1/tracks/1FBuBhNZ8dmjUBWR58UOQv,https://api.spotify.com/v1/audio-analysis/1FBuBhNZ8dmjUBWR58UOQv,123891,4
Bruises,['Lewis Capaldi'],spotify:track:4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,audio_features,4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/tracks/4Of7rzpRpV1mWRbhp5rAqG,https://api.spotify.com/v1/audio-analysis/4Of7rzpRpV1mWRbhp5rAqG,220492,4
In The Party,['Flo Milli'],spotify:track:2JF8KwK1hH7MWxKcFdTlcg,0.88,0.556,9,-6.544,1,0.333,0.00874,0.0,0.217,0.422,135.012,audio_features,2JF8KwK1hH7MWxKcFdTlcg,https://api.spotify.com/v1/tracks/2JF8KwK1hH7MWxKcFdTlcg,https://api.spotify.com/v1/audio-analysis/2JF8KwK1hH7MWxKcFdTlcg,141088,4
Oblivion,['Grimes'],spotify:track:2RtNSM8cPCAOZ5bvQbW6y3,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,audio_features,2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/tracks/2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/audio-analysis/2RtNSM8cPCAOZ5bvQbW6y3,251267,4
Forever,['Labrinth'],spotify:track:6potEImiklXkwD9qFzpu15,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,audio_features,6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/tracks/6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/audio-analysis/6potEImiklXkwD9qFzpu15,202536,4
Animal,['Sir Chloe'],spotify:track:6YpI4sWbjUhVPdlpwYwCO6,0.494,0.457,7,-6.072,1,0.0306,0.407,1.43e-06,0.142,0.342,82.837,audio_features,6YpI4sWbjUhVPdlpwYwCO6,https://api.spotify.com/v1/tracks/6YpI4sWbjUhVPdlpwYwCO6,https://api.spotify.com/v1/audio-analysis/6YpI4sWbjUhVPdlpwYwCO6,160519,4
Play Date,['Melanie Martinez'],spotify:track:4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,audio_features,4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/tracks/4DpNNXFMMxQEKl7r0ykkWA,https://api.spotify.com/v1/audio-analysis/4DpNNXFMMxQEKl7r0ykkWA,179867,4
Still Don't Know My Name,['Labrinth'],spotify:track:6N22FZs2ZhPBYi3b9XPajV,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1
When I Rule the World,['LIZ'],spotify:track:7nu0Lc0jJltztDxsGeoPiG,0.768,0.633,8,-4.089,0,0.157,0.00951,0.0,0.199,0.824,129.074,audio_features,7nu0Lc0jJltztDxsGeoPiG,https://api.spotify.com/v1/tracks/7nu0Lc0jJltztDxsGeoPiG,https://api.spotify.com/v1/audio-analysis/7nu0Lc0jJltztDxsGeoPiG,185813,4
Maniac,['Conan Gray'],spotify:track:7hpJ9tATWb2vztlq99hERP,0.623,0.647,8,-5.438,1,0.04,0.00122,0.0,0.354,0.522,107.987,audio_features,7hpJ9tATWb2vztlq99hERP,https://api.spotify.com/v1/tracks/7hpJ9tATWb2vztlq99hERP,https://api.spotify.com/v1/audio-analysis/7hpJ9tATWb2vztlq99hERP,185787,4
Death,"['Trippie Redd', 'DaBaby']",spotify:track:3Kd6Wp3lG5HXMB2dlvuy7y,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,audio_features,3Kd6Wp3lG5HXMB2dlvuy7y,https://api.spotify.com/v1/tracks/3Kd6Wp3lG5HXMB2dlvuy7y,https://api.spotify.com/v1/audio-analysis/3Kd6Wp3lG5HXMB2dlvuy7y,172196,4
Ophelia,['The Lumineers'],spotify:track:5NORWMFC27ywGSZxi8uquP,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/tracks/5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/audio-analysis/5NORWMFC27ywGSZxi8uquP,160097,4
Stay High - Habits Remix,"['Tove Lo', 'Hippie Sabotage']",spotify:track:5JCi3pyggvk4B0yd0BK3ow,0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,audio_features,5JCi3pyggvk4B0yd0BK3ow,https://api.spotify.com/v1/tracks/5JCi3pyggvk4B0yd0BK3ow,https://api.spotify.com/v1/audio-analysis/5JCi3pyggvk4B0yd0BK3ow,258387,4
Birthday Suit,['Cosmo Sheldrake'],spotify:track:1Uw6KbX1DHUqW1OCgQBIa8,0.803,0.505,8,-8.012,1,0.109,0.833,0.000107,0.115,0.74,124.873,audio_features,1Uw6KbX1DHUqW1OCgQBIa8,https://api.spotify.com/v1/tracks/1Uw6KbX1DHUqW1OCgQBIa8,https://api.spotify.com/v1/audio-analysis/1Uw6KbX1DHUqW1OCgQBIa8,73947,4
The Search,['NF'],spotify:track:3oLe5ZILASG8vU5dxIMfLY,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95,audio_features,3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/tracks/3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/audio-analysis/3oLe5ZILASG8vU5dxIMfLY,248053,4
Chanel,['Frank Ocean'],spotify:track:6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,audio_features,6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/tracks/6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,210285,4
One Two,['Ugly God'],spotify:track:4vZOoSFplBM0WqRrxnehgG,0.876,0.519,2,-7.317,1,0.11,0.0995,0.000101,0.104,0.156,75.483,audio_features,4vZOoSFplBM0WqRrxnehgG,https://api.spotify.com/v1/tracks/4vZOoSFplBM0WqRrxnehgG,https://api.spotify.com/v1/audio-analysis/4vZOoSFplBM0WqRrxnehgG,114437,4
better off,"['Jeremy Zucker', 'Chelsea Cutler']",spotify:track:5NlV5HVIfgk5eHxvAGGTfy,0.72,0.316,8,-12.532,0,0.0414,0.803,0.00016,0.154,0.442,98.925,audio_features,5NlV5HVIfgk5eHxvAGGTfy,https://api.spotify.com/v1/tracks/5NlV5HVIfgk5eHxvAGGTfy,https://api.spotify.com/v1/audio-analysis/5NlV5HVIfgk5eHxvAGGTfy,192920,4
Nothing Breaks Like a Heart (feat. Miley Cyrus),"['Mark Ronson', 'Miley Cyrus']",spotify:track:02dRkCEc8Q5ch4TTcnLxOn,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,audio_features,02dRkCEc8Q5ch4TTcnLxOn,https://api.spotify.com/v1/tracks/02dRkCEc8Q5ch4TTcnLxOn,https://api.spotify.com/v1/audio-analysis/02dRkCEc8Q5ch4TTcnLxOn,217099,4
Touch,['Sleeping At Last'],spotify:track:4g2WiijzSKzH8PApKDbadN,0.415,0.104,0,-11.83,1,0.0426,0.955,3.79e-06,0.104,0.18,82.006,audio_features,4g2WiijzSKzH8PApKDbadN,https://api.spotify.com/v1/tracks/4g2WiijzSKzH8PApKDbadN,https://api.spotify.com/v1/audio-analysis/4g2WiijzSKzH8PApKDbadN,256300,3
I Lost a Friend,['FINNEAS'],spotify:track:49MMefftWPcltNP4OOJGSs,0.453,0.209,11,-11.917,1,0.223,0.587,0.0,0.119,0.216,169.316,audio_features,49MMefftWPcltNP4OOJGSs,https://api.spotify.com/v1/tracks/49MMefftWPcltNP4OOJGSs,https://api.spotify.com/v1/audio-analysis/49MMefftWPcltNP4OOJGSs,237020,4
Ribs,['Lorde'],spotify:track:2MvvoeRt8NcOXWESkxWn3g,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,audio_features,2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/tracks/2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/audio-analysis/2MvvoeRt8NcOXWESkxWn3g,258969,4
Points of View,['Abandoning Sunday'],spotify:track:2uuh0F28HlUlZyaYvfpyg0,0.425,0.117,4,-17.921,1,0.0375,0.903,1.23e-05,0.107,0.192,139.813,audio_features,2uuh0F28HlUlZyaYvfpyg0,https://api.spotify.com/v1/tracks/2uuh0F28HlUlZyaYvfpyg0,https://api.spotify.com/v1/audio-analysis/2uuh0F28HlUlZyaYvfpyg0,241285,4
July,['Noah Cyrus'],spotify:track:5a6pdCHlWS2ekOOQ70QnAr,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,audio_features,5a6pdCHlWS2ekOOQ70QnAr,https://api.spotify.com/v1/tracks/5a6pdCHlWS2ekOOQ70QnAr,https://api.spotify.com/v1/audio-analysis/5a6pdCHlWS2ekOOQ70QnAr,156107,4
Numb,['Brennan Savage'],spotify:track:67e7sjTnaFwo3C4HKZveNd,0.552,0.673,11,-10.4,1,0.0531,0.0626,0.194,0.268,0.101,124.985,audio_features,67e7sjTnaFwo3C4HKZveNd,https://api.spotify.com/v1/tracks/67e7sjTnaFwo3C4HKZveNd,https://api.spotify.com/v1/audio-analysis/67e7sjTnaFwo3C4HKZveNd,126252,4
I'm Sick of Trying,['Vaboh'],spotify:track:1QuzPovD4fnVy8KezHv7rI,0.428,0.479,5,-9.758,0,0.213,0.535,0.0,0.1,0.464,165.927,audio_features,1QuzPovD4fnVy8KezHv7rI,https://api.spotify.com/v1/tracks/1QuzPovD4fnVy8KezHv7rI,https://api.spotify.com/v1/audio-analysis/1QuzPovD4fnVy8KezHv7rI,187952,3
STFU,"['mansionz', 'Spark Master Tape']",spotify:track:2p4p9YGwmJIdf5IA9sSWhm,0.822,0.471,1,-7.303,0,0.193,0.186,0.0,0.215,0.512,135.07,audio_features,2p4p9YGwmJIdf5IA9sSWhm,https://api.spotify.com/v1/tracks/2p4p9YGwmJIdf5IA9sSWhm,https://api.spotify.com/v1/audio-analysis/2p4p9YGwmJIdf5IA9sSWhm,230878,4
HYVÄSTIT,['eetu'],spotify:track:1BuQRPX4D2j83hqv8j3LEu,0.645,0.23,9,-11.337,1,0.0342,0.868,0.00019,0.103,0.196,105.709,audio_features,1BuQRPX4D2j83hqv8j3LEu,https://api.spotify.com/v1/tracks/1BuQRPX4D2j83hqv8j3LEu,https://api.spotify.com/v1/audio-analysis/1BuQRPX4D2j83hqv8j3LEu,184500,4
Valo pimeän,['Pyhimys'],spotify:track:4jQ9Nd33d2MWbQ5zJwBUTe,0.624,0.689,1,-6.007,1,0.14,0.0493,4.73e-06,0.184,0.424,92.001,audio_features,4jQ9Nd33d2MWbQ5zJwBUTe,https://api.spotify.com/v1/tracks/4jQ9Nd33d2MWbQ5zJwBUTe,https://api.spotify.com/v1/audio-analysis/4jQ9Nd33d2MWbQ5zJwBUTe,196024,4
Hate Myself,['NF'],spotify:track:5PdEiev2BkKiZtZFcNKjfM,0.533,0.84,9,-5.283,0,0.167,0.234,0.0,0.114,0.361,116.882,audio_features,5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/tracks/5PdEiev2BkKiZtZFcNKjfM,https://api.spotify.com/v1/audio-analysis/5PdEiev2BkKiZtZFcNKjfM,260253,4
